,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,Unnamed: 62,Unnamed: 63,Unnamed: 64,full_name,passed_similar_replicates
SRX3211356,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069432,SRP118803,PRJNA412032,412032,SRS2536118,SAMN07693199,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520105,GSE104203,GSM2792442,29239721.0,7693199,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9.5h,wt_clearday_dawn_12h,"9.25 hours since Dawn, Time 15 min return",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_9.5h,True
SRX3211357,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069433,SRP118803,PRJNA412032,412032,SRS2536119,SAMN07693198,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520106,GSE104203,GSM2792443,29239721.0,7693198,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9.5h,wt_clearday_dawn_12h,"9.5 hours since Dawn, Time 30 min return",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_9.5h,True
SRX3211358,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069434,SRP118803,PRJNA412032,412032,SRS2536120,SAMN07693197,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520107,GSE104203,GSM2792444,29239721.0,7693197,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_9.5h,wt_clearday_dawn_12h,"9.5 hours since Dawn, Time 30 min return",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_9.5h,True
SRX3211359,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069435,SRP118803,PRJNA412032,412032,SRS2536121,SAMN07693195,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520108,GSE104203,GSM2792445,29239721.0,7693195,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_10h,wt_clearday_dawn_12h,"10 hours since Dawn, Time 60 min return",1.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_10h,True
SRX3211360,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069436,SRP118803,PRJNA412032,412032,SRS2536122,SAMN07693194,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520109,GSE104203,GSM2792446,29239721.0,7693194,PCC 7942,,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), KT751091.1",light_cond,wt_shade_pulse_dawn_10h,wt_clearday_dawn_12h,"10 hours since Dawn, Time 60 min return",2.0,wt,BG-11,,,,aerobic,,10 mM HEPES*,30 C,8,,2.0,12 hr,750,0.3,shade pulse,60 µmol photons m-2 s-1 (less x10 from the clear day),"Erin O'Shea Lab, FAS Center for Systems Biology, Harvard University","Piechura JR_et al.,_""Natural changes in light interact with circadian regulation at promoters to control gene expression in cyanobacteria."",_Elife, 2017 Dec 14;6",,True,True,True,True,,,,light_cond:wt_shade_pulse_dawn_10h,True
SRX3312460,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202544,SRP120955,PRJNA415380,415380,SRS2618422,SAMN07822188,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640369,GSE105774,GSM2827747,,7822188,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_5m,rel- relA+_dusk_0m,5min,1.0,rel- relA+K124:K159,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_5m,True
SRX3312461,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202545,SRP120955,PRJNA415380,415380,SRS2618424,SAMN07822187,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640370,GSE105774,GSM2827748,,7822187,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_15m,rel- relA+_dusk_0m,15min,1.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_15m,True
SRX3312462,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202546,SRP120955,PRJNA415380,415380,SRS2618453,SAMN07822186,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640371,GSE105774,GSM2827749,,7822186,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_30m,rel- relA+_dusk_0m,30min,1.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_30m,True
SRX3312463,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202547,SRP120955,PRJNA415380,415380,SRS2618425,SAMN07822185,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640372,GSE105774,GSM2827750,,7822185,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_1h,rel- relA+_dusk_0m,1h,1.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_1h,True
SRX3312465,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202549,SRP120955,PRJNA415380,415380,SRS2618427,SAMN07822183,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640374,GSE105774,GSM2827752,,7822183,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+ _dark_4h,rel- relA+_dusk_0m,4h,1.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+ _dark_4h,True
SRX3312466,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202550,SRP120955,PRJNA415380,415380,SRS2618428,SAMN07822182,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640375,GSE105774,GSM2827753,,7822182,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_8h,rel- relA+_dusk_0m,8h,1.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_8h,True
SRX3312468,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202552,SRP120955,PRJNA415380,415380,SRS2618430,SAMN07822180,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640377,GSE105774,GSM2827755,,7822180,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dusk_0m,rel- relA+_dusk_0m,0,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dusk_0m,True
SRX3312469,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202553,SRP120955,PRJNA415380,415380,SRS2618431,SAMN07822179,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640378,GSE105774,GSM2827756,,7822179,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_5m,rel- relA+_dusk_0m,5min,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_5m,True
SRX3312470,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202554,SRP120955,PRJNA415380,415380,SRS2618432,SAMN07822177,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640379,GSE105774,GSM2827757,,7822177,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_15m,rel- relA+_dusk_0m,15min,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_15m,True
SRX3312471,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202555,SRP120955,PRJNA415380,415380,SRS2618433,SAMN07822176,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640380,GSE105774,GSM2827758,,7822176,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_30m,rel- relA+_dusk_0m,30min,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_30m,True
SRX3312472,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202556,SRP120955,PRJNA415380,415380,SRS2618434,SAMN07822175,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640381,GSE105774,GSM2827759,,7822175,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_1h,rel- relA+_dusk_0m,1h,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_1h,True
SRX3312474,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202558,SRP120955,PRJNA415380,415380,SRS2618436,SAMN07822173,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640383,GSE105774,GSM2827761,,7822173,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_4h,rel- relA+_dusk_0m,4h,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_4h,True
SRX3312475,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202559,SRP120955,PRJNA415380,415380,SRS2618437,SAMN07822190,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640384,GSE105774,GSM2827762,,7822190,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_8h,rel- relA+_dusk_0m,8h,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_8h,True
SRX3312476,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202560,SRP120955,PRJNA415380,415380,SRS2618438,SAMN07822172,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640385,GSE105774,GSM2827763,,7822172,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_12h,rel- relA+_dusk_0m,12h,1.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_12h,True
SRX3312478,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202562,SRP120955,PRJNA415380,415380,SRS2618440,SAMN07822171,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640387,GSE105774,GSM2827765,,7822171,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_5m,rel- relA+_dusk_0m,5min,2.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_5m,True
SRX3312479,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202563,SRP120955,PRJNA415380,415380,SRS2618441,SAMN07822170,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640388,GSE105774,GSM2827766,,7822170,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_15m,rel- relA+_dusk_0m,15min,2.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_15m,True
SRX3312480,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202564,SRP120955,PRJNA415380,415380,SRS2618442,SAMN07822169,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640389,GSE105774,GSM2827767,,7822169,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_30m,rel- relA+_dusk_0m,30min,2.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_30m,True
SRX3312481,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202565,SRP120955,PRJNA415380,415380,SRS2618443,SAMN07822168,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640390,GSE105774,GSM2827768,,7822168,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_1h,rel- relA+_dusk_0m,1h,2.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_1h,True
SRX3312483,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202567,SRP120955,PRJNA415380,415380,SRS2618445,SAMN07822166,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640392,GSE105774,GSM2827770,,7822166,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+ _dark_4h,rel- relA+_dusk_0m,4h,2.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+ _dark_4h,True
SRX3312484,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202568,SRP120955,PRJNA415380,415380,SRS2618446,SAMN07822165,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640393,GSE105774,GSM2827771,,7822165,PCC 7942,rel- relA+,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relA+_dark_8h,rel- relA+_dusk_0m,8h,2.0,rel- relA+,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relA+_dark_8h,True
SRX3312486,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202570,SRP120955,PRJNA415380,415380,SRS2618448,SAMN07822163,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640395,GSE105774,GSM2827773,,7822163,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dusk_0m,rel- relA+_dusk_0m,0m,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dusk_0m,True
SRX3312487,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202571,SRP120955,PRJNA415380,415380,SRS2618449,SAMN07822162,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640396,GSE105774,GSM2827774,,7822162,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_5m,rel- relA+_dusk_0m,5min,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_5m,True
SRX3312488,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202572,SRP120955,PRJNA415380,415380,SRS2618450,SAMN07822161,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640397,GSE105774,GSM2827775,,7822161,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_15m,rel- relA+_dusk_0m,15min,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_15m,True
SRX3312489,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202573,SRP120955,PRJNA415380,415380,SRS2618451,SAMN07822160,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640398,GSE105774,GSM2827776,,7822160,PCC 7942,rel- relAE335Q,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1 ",dark_cond,rel- relAE335Q_dark_30m,rel- relA+_dusk_0m,30min,2.0,rel- relAE335Q,BG-11,,,,aerobic,,,30 C,,,2.0,12 hr,,,,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,,dark_cond:rel- relAE335Q_dark_30m,True
