Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	R1	R2
SRX4105520	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188796	SRP148555	PRJNA472248	472248	SRS3321344	SAMN09230331	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591081	GSE114693	GSM3147445		9230331																		
SRX4105521	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188797	SRP148555	PRJNA472248	472248	SRS3321345	SAMN09230330	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591082	GSE114693	GSM3147446		9230330																		
SRX4105522	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188798	SRP148555	PRJNA472248	472248	SRS3321346	SAMN09230329	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591083	GSE114693	GSM3147447		9230329																		
SRX4105523	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188799	SRP148555	PRJNA472248	472248	SRS3321347	SAMN09230328	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591084	GSE114693	GSM3147448		9230328																		
SRX4105524	2019-05-20 16:28:41	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188800	SRP148555	PRJNA472248	472248	SRS3321348	SAMN09230327	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591085	GSE114693	GSM3147449		9230327																		
SRX4105525	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188801	SRP148555	PRJNA472248	472248	SRS3321349	SAMN09230326	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591086	GSE114693	GSM3147450		9230326																		
SRX4105526	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188802	SRP148555	PRJNA472248	472248	SRS3321350	SAMN09230325	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591087	GSE114693	GSM3147451		9230325																		
SRX4105527	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188803	SRP148555	PRJNA472248	472248	SRS3321351	SAMN09230324	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591088	GSE114693	GSM3147452		9230324																		
SRX4105528	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188804	SRP148555	PRJNA472248	472248	SRS3321352	SAMN09230323	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591089	GSE114693	GSM3147453		9230323																		
SRX4105529	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188805	SRP148555	PRJNA472248	472248	SRS3321353	SAMN09230322	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591090	GSE114693	GSM3147454		9230322																		
SRX4105530	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188806	SRP148555	PRJNA472248	472248	SRS3321354	SAMN09230321	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591091	GSE114693	GSM3147455		9230321																		
SRX4105531	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188807	SRP148555	PRJNA472248	472248	SRS3321355	SAMN09230320	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591092	GSE114693	GSM3147456		9230320																		
SRX4105532	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188808	SRP148555	PRJNA472248	472248	SRS3321356	SAMN09230319	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591093	GSE114693	GSM3147457		9230319																		
SRX4105533	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188809	SRP148555	PRJNA472248	472248	SRS3321357	SAMN09230318	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591094	GSE114693	GSM3147458		9230318																		
SRX4105534	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188810	SRP148555	PRJNA472248	472248	SRS3321358	SAMN09230317	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591095	GSE114693	GSM3147459		9230317																		
SRX4105535	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188811	SRP148555	PRJNA472248	472248	SRS3321359	SAMN09230316	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591096	GSE114693	GSM3147460		9230316																		
SRX4105536	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188812	SRP148555	PRJNA472248	472248	SRS3321360	SAMN09230315	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591097	GSE114693	GSM3147461		9230315																		
SRX4105537	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188813	SRP148555	PRJNA472248	472248	SRS3321361	SAMN09230314	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591098	GSE114693	GSM3147462		9230314																		
SRX4105538	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188814	SRP148555	PRJNA472248	472248	SRS3321362	SAMN09230313	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591099	GSE114693	GSM3147463		9230313																		
SRX4105539	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188815	SRP148555	PRJNA472248	472248	SRS3321363	SAMN09230312	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591100	GSE114693	GSM3147464		9230312																		
SRX4105540	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188816	SRP148555	PRJNA472248	472248	SRS3321364	SAMN09230184	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591101	GSE114693	GSM3147465		9230184																		
SRX4105541	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188817	SRP148555	PRJNA472248	472248	SRS3321365	SAMN09230183	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591102	GSE114693	GSM3147466		9230183																		
SRX4105542	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188818	SRP148555	PRJNA472248	472248	SRS3321366	SAMN09230182	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591103	GSE114693	GSM3147467		9230182																		
SRX4105543	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188819	SRP148555	PRJNA472248	472248	SRS3321367	SAMN09230241	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591104	GSE114693	GSM3147468		9230241																		
SRX4105544	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188820	SRP148555	PRJNA472248	472248	SRS3321368	SAMN09230181	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591105	GSE114693	GSM3147469		9230181																		
SRX4105545	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188821	SRP148555	PRJNA472248	472248	SRS3321370	SAMN09230208	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591106	GSE114693	GSM3147470		9230208																		
SRX4105546	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188822	SRP148555	PRJNA472248	472248	SRS3321369	SAMN09230207	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591107	GSE114693	GSM3147471		9230207																		
SRX4105547	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188823	SRP148555	PRJNA472248	472248	SRS3321371	SAMN09230206	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591108	GSE114693	GSM3147472		9230206																		
SRX4105548	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188824	SRP148555	PRJNA472248	472248	SRS3321372	SAMN09230205	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591109	GSE114693	GSM3147473		9230205																		
SRX4105549	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188825	SRP148555	PRJNA472248	472248	SRS3321373	SAMN09230204	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591110	GSE114693	GSM3147474		9230204																		
SRX4105550	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188826	SRP148555	PRJNA472248	472248	SRS3321374	SAMN09230203	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591111	GSE114693	GSM3147475		9230203																		
SRX4105551	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188827	SRP148555	PRJNA472248	472248	SRS3321375	SAMN09230202	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591112	GSE114693	GSM3147476		9230202																		
SRX4105552	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188828	SRP148555	PRJNA472248	472248	SRS3321376	SAMN09230201	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591113	GSE114693	GSM3147477		9230201																		
SRX4105553	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188829	SRP148555	PRJNA472248	472248	SRS3321377	SAMN09230200	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591114	GSE114693	GSM3147478		9230200																		
SRX4105554	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188830	SRP148555	PRJNA472248	472248	SRS3321378	SAMN09230199	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591115	GSE114693	GSM3147479		9230199																		
SRX4105555	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188831	SRP148555	PRJNA472248	472248	SRS3321379	SAMN09230198	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591116	GSE114693	GSM3147480		9230198																		
SRX4105556	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188832	SRP148555	PRJNA472248	472248	SRS3321380	SAMN09230197	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591117	GSE114693	GSM3147481		9230197																		
SRX4105557	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188833	SRP148555	PRJNA472248	472248	SRS3321381	SAMN09230196	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591118	GSE114693	GSM3147482		9230196																		
SRX4105558	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188834	SRP148555	PRJNA472248	472248	SRS3321382	SAMN09230195	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591119	GSE114693	GSM3147483		9230195																		
SRX4105559	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188835	SRP148555	PRJNA472248	472248	SRS3321383	SAMN09230194	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591120	GSE114693	GSM3147484		9230194																		
SRX4105560	2019-05-20 16:28:42	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188836	SRP148555	PRJNA472248	472248	SRS3321384	SAMN09230193	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591121	GSE114693	GSM3147485		9230193																		
SRX4105561	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188837	SRP148555	PRJNA472248	472248	SRS3321385	SAMN09230192	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591122	GSE114693	GSM3147486		9230192																		
SRX4105562	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188838	SRP148555	PRJNA472248	472248	SRS3321386	SAMN09230191	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591123	GSE114693	GSM3147487		9230191																		
SRX4105563	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188839	SRP148555	PRJNA472248	472248	SRS3321387	SAMN09230190	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591124	GSE114693	GSM3147488		9230190																		
SRX4105564	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188840	SRP148555	PRJNA472248	472248	SRS3321388	SAMN09230189	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591125	GSE114693	GSM3147489		9230189																		
SRX4105565	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188841	SRP148555	PRJNA472248	472248	SRS3321389	SAMN09230188	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591126	GSE114693	GSM3147490		9230188																		
SRX4105566	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188842	SRP148555	PRJNA472248	472248	SRS3321390	SAMN09230187	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591127	GSE114693	GSM3147491		9230187																		
SRX4105567	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188843	SRP148555	PRJNA472248	472248	SRS3321391	SAMN09230186	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591128	GSE114693	GSM3147492		9230186																		
SRX4105568	2019-05-20 16:28:43	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7188844	SRP148555	PRJNA472248	472248	SRS3321392	SAMN09230185	SRA707995	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	5591129	GSE114693	GSM3147493		9230185																		
SRX5055969	2018-12-27 16:56:20	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR8237705	SRP170141	PRJNA506580	506580	SRS4072650	SAMN10463699	SRA814135	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6809656	GSE122841	GSM3486865	30619416	10463699	PCC 7942																	
SRX5055970	2018-12-27 16:56:20	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR8237706	SRP170141	PRJNA506580	506580	SRS4072651	SAMN10463698	SRA814135	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6809657	GSE122841	GSM3486866	30619416	10463698	PCC 7942																	
SRX5055971	2018-12-27 16:56:20	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR8237707	SRP170141	PRJNA506580	506580	SRS4072652	SAMN10463697	SRA814135	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6809658	GSE122841	GSM3486867	30619416	10463697	PCC 7942																	
SRX5055972	2018-12-27 16:56:20	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR8237708	SRP170141	PRJNA506580	506580	SRS4072653	SAMN10463696	SRA814135	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6809659	GSE122841	GSM3486868	30619416	10463696	PCC 7942																	
SRX689242	2015-08-28 00:00:00	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina MiSeq	SRR1560890	SRP045863	PRJNA259562	259562	SRS691737	SAMN03009479	SRA180531	RNA-Seq	unspecified	TRANSCRIPTOMIC		JOINT GENOME INSTITUTE- PSP	0	0	968245				3009479	PCC 7942																	
SRX7119038	2019-11-28 21:32:19	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR10421010	SRP229334	PRJNA588336	588336	SRS5629179	SAMN13241840	SRA993563	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9359392	GSE140121	GSM4154628		13241840	PCC 7942																	
SRX7119039	2019-11-28 21:32:19	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR10421011	SRP229334	PRJNA588336	588336	SRS5629180	SAMN13241839	SRA993563	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9359393	GSE140121	GSM4154629		13241839	PCC 7942																	
SRX7119040	2019-11-28 21:32:19	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR10421012	SRP229334	PRJNA588336	588336	SRS5629181	SAMN13241838	SRA993563	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9359394	GSE140121	GSM4154630		13241838	PCC 7942																	
SRX7119041	2019-11-28 21:32:19	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR10421013	SRP229334	PRJNA588336	588336	SRS5629182	SAMN13241837	SRA993563	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9359395	GSE140121	GSM4154631		13241837	PCC 7942																	
