,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_sample,post_induction_time,replicate_id,strain_description,base_media,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment_cycles,entraintment_period_per_cycle,OD_wavelength,OD,light_condition,light_intensity ,submission,publication,notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,,,
SRX259779,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807398,SRP020509,PRJNA196229,196229,SRS408055,SAMN01999002,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364627,GSE45762,GSM1113862,23919451,1999002,PCC 7942,wild type,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,wt_100h,wt_100h,100h,3,wild type,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259780,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807399,SRP020509,PRJNA196229,196229,SRS408056,SAMN01999003,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364628,GSE45762,GSM1113863,23919451,1999003,PCC 7942,wild type,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,wt_240h,wt_100h,240h,1,wild type,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259781,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807400,SRP020509,PRJNA196229,196229,SRS408057,SAMN01999004,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364629,GSE45762,GSM1113864,23919451,1999004,PCC 7942,wild type,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,wt_240h,wt_100h,240h,2,wild type,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259782,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807401,SRP020509,PRJNA196229,196229,SRS408058,SAMN01999005,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364630,GSE45762,GSM1113865,23919451,1999005,PCC 7942,wild type,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,wt_240h,wt_100h,240h,3,wild type,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259783,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807402,SRP020509,PRJNA196229,196229,SRS408059,SAMN01999006,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364631,GSE45762,GSM1113866,23919451,1999006,SE01,aas-,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_100h,wt_100h,100h,1,mutant_del_aas(acyl-ACP Synthase),solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259784,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807403,SRP020509,PRJNA196229,196229,SRS408060,SAMN01999007,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364632,GSE45762,GSM1113867,23919451,1999007,SE01,aas-,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_100h,wt_100h,100h,2,mutant_del_aas(acyl-ACP Synthase),solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259785,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807404,SRP020509,PRJNA196229,196229,SRS408061,SAMN01999008,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364633,GSE45762,GSM1113868,23919451,1999008,SE01,aas-,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_100h,wt_100h,100h,3,mutant_del_aas(acyl-ACP Synthase),solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259786,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807405,SRP020509,PRJNA196229,196229,SRS408062,SAMN01999009,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364634,GSE45762,GSM1113869,23919451,1999009,SE01,aas-,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_240h,wt_100h,240h,1,mutant_del_aas(acyl-ACP Synthase),solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259787,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807406,SRP020509,PRJNA196229,196229,SRS408063,SAMN01999010,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364635,GSE45762,GSM1113870,23919451,1999010,SE01,aas-,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_240h,wt_100h,240h,2,mutant_del_aas(acyl-ACP Synthase),solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259788,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807407,SRP020509,PRJNA196229,196229,SRS408064,SAMN01999011,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364636,GSE45762,GSM1113871,23919451,1999011,SE01,aas-,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_240h,wt_100h,240h,3,mutant_del_aas(acyl-ACP Synthase),solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259790,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807409,SRP020509,PRJNA196229,196229,SRS408066,SAMN01999013,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364638,GSE45762,GSM1113873,23919451,1999013,SE02,aas-_tesA,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_tesA_100h,wt_100h,100h,2,mutant_del_aas(acyl-ACP Synthase)_+thioesterase ,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259791,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807410,SRP020509,PRJNA196229,196229,SRS408067,SAMN01999014,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364639,GSE45762,GSM1113874,23919451,1999014,SE02,aas-_tesA,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_tesA_240h,wt_100h,240h,1,mutant_del_aas(acyl-ACP Synthase)_+thioesterase ,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259792,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807411,SRP020509,PRJNA196229,196229,SRS408068,SAMN01999015,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364640,GSE45762,GSM1113875,23919451,1999015,SE02,aas-_tesA,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_tesA_240h,wt_100h,240h,2,mutant_del_aas(acyl-ACP Synthase)_+thioesterase ,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX259793,2015-07-22 17:03:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR807412,SRP020509,PRJNA196229,196229,SRS408069,SAMN01999016,SRA072537,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,364641,GSE45762,GSM1113876,23919451,1999016,SE02,aas-_tesA,"NC_007604.fna for the S. elongatus PCC 7942 chromosome, NC_007595.fna for plasmid 1, and NC_004990.fna for pUH24.",FFA,aas-_tesA_240h,wt_100h,240h,3,mutant_del_aas(acyl-ACP Synthase)_+thioesterase ,solid BG-11/agar ,CO2,,0.1 M IPTG,aerobic,40 µg/mL of spectinomycin,1 mM sodium thiosulfate,30 C,,,,,750,0.15,alternating cool white and plant fluorescent lights,60 _mol photons m-2 s-1,"Bioenergy and Defense Technologies, Sandia National Laboratories","Ruffing AM ""RNA-Seq analysis and targeted mutagenesis for improved free fatty acid production in an engineered cyanobacterium."", Biotechnol Biofuels, 2013 Aug 6;6(1):113",,True,True,True,True,,,
SRX2769876,2017-04-29 11:30:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486975,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993279,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769878,2017-04-29 11:17:27,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer II,SRR5486977,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993281,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769880,2017-04-29 11:17:27,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer II,SRR5486979,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993283,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769881,2017-04-29 11:20:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486980,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993284,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769883,2017-04-29 11:28:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486982,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993286,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769884,2017-04-29 11:26:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486983,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993287,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769885,2017-04-29 11:28:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486984,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993288,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769886,2017-04-29 11:32:16,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486985,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993289,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769887,2017-04-29 11:32:16,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486986,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993290,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769888,2017-04-29 11:30:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486987,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993291,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769889,2017-04-29 11:26:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486988,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993292,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769890,2017-04-29 11:28:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486989,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993293,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769891,2017-04-29 11:28:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486990,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993294,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX2769892,2017-04-29 11:28:14,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,SRR5486991,SRP105449,PRJNA372989,372989,SRS2153429,SAMN06314526,SRA557924,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,JGI,0,0,3993295,,,,6314526,PCC 7942,,,S7-2 (unknown),,,,,,,,,,aerobic,,,,,,,,,,,,,,,True,True,True,True,,,
SRX3159653,2017-12-15 12:46:17,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004392,SRP117070,PRJNA401742,401742,SRS2490787,SAMN07604667,SRA605278,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460033,GSE103462,GSM2771773,,7604667,PCC 7942,wild type,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",ppGpp _rel-,wt_dawn_0m,wt_dawn_0m,0m,1,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3159654,2017-12-15 12:46:17,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004393,SRP117070,PRJNA401742,401742,SRS2490788,SAMN07604666,SRA605278,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460034,GSE103462,GSM2771774,,7604666,PCC 7942,wild type,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",ppGpp _rel-,wt_dawn_0m,wt_dawn_0m,0m,2,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
SRX3159655,2017-12-15 12:46:17,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004394,SRP117070,PRJNA401742,401742,SRS2490789,SAMN07604665,SRA605278,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460035,GSE103462,GSM2771775,,7604665,PCC 7942,wild type,"Main chromosome: NC_007604.1; plasmid pANL (plasmid 1), NC_004073.2; plasmid pANS (plasmid 2), NC_004990.1",ppGpp _rel-,wt_dusk_12h,wt_dawn_0m,CT = 12h,1,wt,BG-11,,,,aerobic,,,30 C,,,2,12hr,,,cool fluorescent light,40 _moles photons m-2 s-1,"O'Shea, Molecular and Cellular Biology, Harvard University",,,True,True,True,True,,,
