,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_replicate_corr,passed_similar_replicates
SRX4105511,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188787,SRP148555,PRJNA472248,472248,SRS3321336,SAMN09230273,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591072,9230273,GSE114693,GSM3147436,,,,,,True,True,True,False,False
SRX4105512,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188788,SRP148555,PRJNA472248,472248,SRS3321335,SAMN09230272,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591073,9230272,GSE114693,GSM3147437,,,,,,True,True,True,False,False
SRX4105513,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188789,SRP148555,PRJNA472248,472248,SRS3321337,SAMN09230271,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591074,9230271,GSE114693,GSM3147438,,,,,,True,True,True,False,False
SRX4105514,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188790,SRP148555,PRJNA472248,472248,SRS3321338,SAMN09230337,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591075,9230337,GSE114693,GSM3147439,,,,,,True,True,True,False,False
SRX4105515,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188791,SRP148555,PRJNA472248,472248,SRS3321339,SAMN09230336,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591076,9230336,GSE114693,GSM3147440,,,,,,True,False,True,True,True
SRX4105516,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188792,SRP148555,PRJNA472248,472248,SRS3321340,SAMN09230335,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591077,9230335,GSE114693,GSM3147441,,,,,,True,True,True,False,False
SRX4105517,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188793,SRP148555,PRJNA472248,472248,SRS3321341,SAMN09230334,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591078,9230334,GSE114693,GSM3147442,,,,,,True,False,True,True,True
SRX4105518,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188794,SRP148555,PRJNA472248,472248,SRS3321342,SAMN09230333,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591079,9230333,GSE114693,GSM3147443,,,,,,True,False,True,True,True
SRX4105519,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188795,SRP148555,PRJNA472248,472248,SRS3321343,SAMN09230332,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591080,9230332,GSE114693,GSM3147444,,,,,,True,False,True,True,True
SRX4105520,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188796,SRP148555,PRJNA472248,472248,SRS3321344,SAMN09230331,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591081,9230331,GSE114693,GSM3147445,,,,,,True,False,True,True,True
SRX4105521,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188797,SRP148555,PRJNA472248,472248,SRS3321345,SAMN09230330,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591082,9230330,GSE114693,GSM3147446,,,,,,True,False,True,True,True
SRX4105522,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188798,SRP148555,PRJNA472248,472248,SRS3321346,SAMN09230329,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591083,9230329,GSE114693,GSM3147447,,,,,,True,True,True,False,False
SRX4105523,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188799,SRP148555,PRJNA472248,472248,SRS3321347,SAMN09230328,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591084,9230328,GSE114693,GSM3147448,,,,,,True,False,True,True,True
SRX4105524,2019-05-20 16:28:41,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188800,SRP148555,PRJNA472248,472248,SRS3321348,SAMN09230327,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591085,9230327,GSE114693,GSM3147449,,,,,,True,False,True,True,True
SRX4105525,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188801,SRP148555,PRJNA472248,472248,SRS3321349,SAMN09230326,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591086,9230326,GSE114693,GSM3147450,,,,,,True,True,True,True,True
SRX4105526,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188802,SRP148555,PRJNA472248,472248,SRS3321350,SAMN09230325,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591087,9230325,GSE114693,GSM3147451,,,,,,True,True,True,False,False
SRX4105527,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188803,SRP148555,PRJNA472248,472248,SRS3321351,SAMN09230324,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591088,9230324,GSE114693,GSM3147452,,,,,,True,True,True,True,True
SRX4105528,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188804,SRP148555,PRJNA472248,472248,SRS3321352,SAMN09230323,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591089,9230323,GSE114693,GSM3147453,,,,,,True,True,True,True,True
SRX4105529,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188805,SRP148555,PRJNA472248,472248,SRS3321353,SAMN09230322,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591090,9230322,GSE114693,GSM3147454,,,,,,True,True,True,True,True
SRX4105530,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188806,SRP148555,PRJNA472248,472248,SRS3321354,SAMN09230321,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591091,9230321,GSE114693,GSM3147455,,,,,,True,True,True,True,True
SRX4105531,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188807,SRP148555,PRJNA472248,472248,SRS3321355,SAMN09230320,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591092,9230320,GSE114693,GSM3147456,,,,,,True,False,True,True,True
SRX4105532,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188808,SRP148555,PRJNA472248,472248,SRS3321356,SAMN09230319,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591093,9230319,GSE114693,GSM3147457,,,,,,True,False,True,True,True
SRX4105533,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188809,SRP148555,PRJNA472248,472248,SRS3321357,SAMN09230318,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591094,9230318,GSE114693,GSM3147458,,,,,,True,True,True,True,True
SRX4105534,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188810,SRP148555,PRJNA472248,472248,SRS3321358,SAMN09230317,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591095,9230317,GSE114693,GSM3147459,,,,,,True,False,True,True,True
SRX4105535,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188811,SRP148555,PRJNA472248,472248,SRS3321359,SAMN09230316,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591096,9230316,GSE114693,GSM3147460,,,,,,True,False,True,True,True
SRX4105536,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188812,SRP148555,PRJNA472248,472248,SRS3321360,SAMN09230315,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591097,9230315,GSE114693,GSM3147461,,,,,,True,True,True,True,True
SRX4105537,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188813,SRP148555,PRJNA472248,472248,SRS3321361,SAMN09230314,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591098,9230314,GSE114693,GSM3147462,,,,,,True,True,True,True,True
SRX4105538,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188814,SRP148555,PRJNA472248,472248,SRS3321362,SAMN09230313,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591099,9230313,GSE114693,GSM3147463,,,,,,True,True,True,True,True
SRX4105539,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188815,SRP148555,PRJNA472248,472248,SRS3321363,SAMN09230312,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591100,9230312,GSE114693,GSM3147464,,,,,,True,True,True,True,True
SRX4105540,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188816,SRP148555,PRJNA472248,472248,SRS3321364,SAMN09230184,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591101,9230184,GSE114693,GSM3147465,,,,,,True,True,True,False,False
SRX4105541,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188817,SRP148555,PRJNA472248,472248,SRS3321365,SAMN09230183,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591102,9230183,GSE114693,GSM3147466,,,,,,True,False,True,True,True
SRX4105542,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188818,SRP148555,PRJNA472248,472248,SRS3321366,SAMN09230182,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591103,9230182,GSE114693,GSM3147467,,,,,,True,True,True,False,False
SRX4105543,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188819,SRP148555,PRJNA472248,472248,SRS3321367,SAMN09230241,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591104,9230241,GSE114693,GSM3147468,,,,,,True,True,True,False,False
SRX4105544,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188820,SRP148555,PRJNA472248,472248,SRS3321368,SAMN09230181,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591105,9230181,GSE114693,GSM3147469,,,,,,True,True,True,False,False
SRX4105545,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188821,SRP148555,PRJNA472248,472248,SRS3321370,SAMN09230208,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591106,9230208,GSE114693,GSM3147470,,,,,,True,True,True,True,True
SRX4105546,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188822,SRP148555,PRJNA472248,472248,SRS3321369,SAMN09230207,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591107,9230207,GSE114693,GSM3147471,,,,,,True,True,True,False,False
SRX4105547,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188823,SRP148555,PRJNA472248,472248,SRS3321371,SAMN09230206,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591108,9230206,GSE114693,GSM3147472,,,,,,True,False,True,True,True
SRX4105548,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188824,SRP148555,PRJNA472248,472248,SRS3321372,SAMN09230205,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591109,9230205,GSE114693,GSM3147473,,,,,,True,True,True,False,False
SRX4105549,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188825,SRP148555,PRJNA472248,472248,SRS3321373,SAMN09230204,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591110,9230204,GSE114693,GSM3147474,,,,,,True,False,True,True,True
SRX4105550,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188826,SRP148555,PRJNA472248,472248,SRS3321374,SAMN09230203,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591111,9230203,GSE114693,GSM3147475,,,,,,True,False,True,True,True
SRX4105551,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188827,SRP148555,PRJNA472248,472248,SRS3321375,SAMN09230202,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591112,9230202,GSE114693,GSM3147476,,,,,,True,True,True,False,False
SRX4105552,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188828,SRP148555,PRJNA472248,472248,SRS3321376,SAMN09230201,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591113,9230201,GSE114693,GSM3147477,,,,,,True,True,True,True,True
SRX4105553,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188829,SRP148555,PRJNA472248,472248,SRS3321377,SAMN09230200,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591114,9230200,GSE114693,GSM3147478,,,,,,True,False,True,True,True
SRX4105554,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188830,SRP148555,PRJNA472248,472248,SRS3321378,SAMN09230199,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591115,9230199,GSE114693,GSM3147479,,,,,,True,False,True,True,True
SRX4105555,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188831,SRP148555,PRJNA472248,472248,SRS3321379,SAMN09230198,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591116,9230198,GSE114693,GSM3147480,,,,,,True,True,True,False,False
SRX4105556,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188832,SRP148555,PRJNA472248,472248,SRS3321380,SAMN09230197,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591117,9230197,GSE114693,GSM3147481,,,,,,True,True,True,True,True
SRX4105557,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188833,SRP148555,PRJNA472248,472248,SRS3321381,SAMN09230196,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591118,9230196,GSE114693,GSM3147482,,,,,,True,True,True,True,True
SRX4105558,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188834,SRP148555,PRJNA472248,472248,SRS3321382,SAMN09230195,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591119,9230195,GSE114693,GSM3147483,,,,,,True,True,True,True,True
SRX4105559,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188835,SRP148555,PRJNA472248,472248,SRS3321383,SAMN09230194,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591120,9230194,GSE114693,GSM3147484,,,,,,True,True,True,True,True
SRX4105560,2019-05-20 16:28:42,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188836,SRP148555,PRJNA472248,472248,SRS3321384,SAMN09230193,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591121,9230193,GSE114693,GSM3147485,,,,,,True,True,True,False,False
SRX4105561,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188837,SRP148555,PRJNA472248,472248,SRS3321385,SAMN09230192,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591122,9230192,GSE114693,GSM3147486,,,,,,True,True,True,True,True
SRX4105562,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188838,SRP148555,PRJNA472248,472248,SRS3321386,SAMN09230191,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591123,9230191,GSE114693,GSM3147487,,,,,,True,False,True,True,True
SRX4105563,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188839,SRP148555,PRJNA472248,472248,SRS3321387,SAMN09230190,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591124,9230190,GSE114693,GSM3147488,,,,,,True,True,True,True,True
SRX4105564,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188840,SRP148555,PRJNA472248,472248,SRS3321388,SAMN09230189,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591125,9230189,GSE114693,GSM3147489,,,,,,True,True,True,True,True
SRX4105565,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188841,SRP148555,PRJNA472248,472248,SRS3321389,SAMN09230188,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591126,9230188,GSE114693,GSM3147490,,,,,,True,True,True,True,True
SRX4105566,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188842,SRP148555,PRJNA472248,472248,SRS3321390,SAMN09230187,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591127,9230187,GSE114693,GSM3147491,,,,,,True,True,True,True,True
SRX4105567,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188843,SRP148555,PRJNA472248,472248,SRS3321391,SAMN09230186,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591128,9230186,GSE114693,GSM3147492,,,,,,True,False,True,True,True
SRX4105568,2019-05-20 16:28:43,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7188844,SRP148555,PRJNA472248,472248,SRS3321392,SAMN09230185,SRA707995,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5591129,9230185,GSE114693,GSM3147493,,,,,,True,True,True,True,True
SRX5055969,2018-12-27 16:56:20,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR8237705,SRP170141,PRJNA506580,506580,SRS4072650,SAMN10463699,SRA814135,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6809656,10463699,GSE122841,GSM3486865,30619416,PCC 7942,,,,True,True,True,False,False
SRX5055970,2018-12-27 16:56:20,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR8237706,SRP170141,PRJNA506580,506580,SRS4072651,SAMN10463698,SRA814135,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6809657,10463698,GSE122841,GSM3486866,30619416,PCC 7942,,,,True,True,True,False,False
SRX5055971,2018-12-27 16:56:20,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR8237707,SRP170141,PRJNA506580,506580,SRS4072652,SAMN10463697,SRA814135,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6809658,10463697,GSE122841,GSM3486867,30619416,PCC 7942,,,,True,True,True,False,False
SRX5055972,2018-12-27 16:56:20,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR8237708,SRP170141,PRJNA506580,506580,SRS4072653,SAMN10463696,SRA814135,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6809659,10463696,GSE122841,GSM3486868,30619416,PCC 7942,,,,True,True,False,True,True
SRX689242,2015-08-28 00:00:00,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina MiSeq,SRR1560890,SRP045863,PRJNA259562,259562,SRS691737,SAMN03009479,SRA180531,RNA-Seq,unspecified,TRANSCRIPTOMIC,,JOINT GENOME INSTITUTE- PSP,0,0,968245,3009479,,,,PCC 7942,,,,True,False,True,True,True
SRX7119038,2019-11-28 21:32:19,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10421010,SRP229334,PRJNA588336,588336,SRS5629179,SAMN13241840,SRA993563,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9359392,13241840,GSE140121,GSM4154628,,PCC 7942,,,,True,True,True,False,False
