,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,project,condition,ref_condition,post_induction_time,replicate_id,sample,strain_description,media,carbon_ml/min,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment,post_entraintment_condition,OD_wavelength,OD,fluorescent light,light_flux_umol/m2s,light_flux_mol/m2s,light_intensity,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_global_correlation.1,Source,full_name,passed_similar_replicates
SRX3211349,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069425,SRP118803,PRJNA412032,412032,SRS2536111,SAMN07693165,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520098,7693165,GSE104203,GSM2792435,29239721,,,light,SP_0825h,CD_dawn_06h,"8.25h since dawn, Time 15 min",1,light_SP_0825h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0825h,True
SRX3211350,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069426,SRP118803,PRJNA412032,412032,SRS2536113,SAMN07693164,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520099,7693164,GSE104203,GSM2792436,29239721,,,light,SP_0825h,CD_dawn_06h,"8.25h since dawn, Time 15 min",2,light_SP_0825h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0825h,True
SRX3211351,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069427,SRP118803,PRJNA412032,412032,SRS2536112,SAMN07693155,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520100,7693155,GSE104203,GSM2792437,29239721,,,light,SP_0850h,CD_dawn_06h,"8.5h since dawn, Time 30 min",1,light_SP_0850h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0850h,True
SRX3211352,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069428,SRP118803,PRJNA412032,412032,SRS2536114,SAMN07693202,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520101,7693202,GSE104203,GSM2792438,29239721,,,light,SP_0850h,CD_dawn_06h,"8.5h since dawn, Time 30 min",2,light_SP_0850h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0850h,True
SRX3211353,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069429,SRP118803,PRJNA412032,412032,SRS2536115,SAMN07693196,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520102,7693196,GSE104203,GSM2792439,29239721,,,light,SP_0900h,CD_dawn_06h,"9h since dawn, time 60 min",1,light_SP_0900h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0900h,True
SRX3211354,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069430,SRP118803,PRJNA412032,412032,SRS2536116,SAMN07693201,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520103,7693201,GSE104203,GSM2792440,29239721,,,light,SP_0900h,CD_dawn_06h,"9h since dawn, time 60 min",2,light_SP_0900h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0900h,True
SRX3211355,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069431,SRP118803,PRJNA412032,412032,SRS2536117,SAMN07693200,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520104,7693200,GSE104203,GSM2792441,29239721,,,light,SP_0925h,CD_dawn_06h,"9.25h since dawn, Time 15 min",1,light_SP_0925h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0925h,True
SRX3211356,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069432,SRP118803,PRJNA412032,412032,SRS2536118,SAMN07693199,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520105,7693199,GSE104203,GSM2792442,29239721,,,light,SP_0925h,CD_dawn_06h,"9.25h since dawn, Time 15 min",2,light_SP_0925h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0925h,True
SRX3211357,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069433,SRP118803,PRJNA412032,412032,SRS2536119,SAMN07693198,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520106,7693198,GSE104203,GSM2792443,29239721,,,light,SP_0950h,CD_dawn_06h,"9.5h since dawn, Time 30 min return",1,light_SP_0950h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0950h,True
SRX3211358,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069434,SRP118803,PRJNA412032,412032,SRS2536120,SAMN07693197,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520107,7693197,GSE104203,GSM2792444,29239721,,,light,SP_0950h,CD_dawn_06h,"9.5h since dawn, Time 30 min return",2,light_SP_0950h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_0950h,True
SRX3211359,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069435,SRP118803,PRJNA412032,412032,SRS2536121,SAMN07693195,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520108,7693195,GSE104203,GSM2792445,29239721,,,light,SP_10h,CD_dawn_06h,"10h since dawn, Time 60 min return",1,light_SP_10h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_10h,True
SRX3211360,2017-12-18 09:18:11,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069436,SRP118803,PRJNA412032,412032,SRS2536122,SAMN07693194,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520109,7693194,GSE104203,GSM2792446,29239721,,,light,SP_10h,CD_dawn_06h,"10h since dawn, Time 60 min return",2,light_SP_10h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:SP_10h,True
SRX3312459,2017-12-15 12:51:12,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202543,SRP120955,PRJNA415380,415380,SRS2618423,SAMN07822189,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640368,7822189,GSE105774,GSM2827746,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dusk_000,0wt_dawn_000,0m,1,ppGpp_2rel_relA+_dusk_000_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dusk_000,True
SRX3312460,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202544,SRP120955,PRJNA415380,415380,SRS2618422,SAMN07822188,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640369,7822188,GSE105774,GSM2827747,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_005,0wt_dawn_000,5m,1,ppGpp_2rel_relA+_dark_005_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_005,True
SRX3312461,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202545,SRP120955,PRJNA415380,415380,SRS2618424,SAMN07822187,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640370,7822187,GSE105774,GSM2827748,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_015,0wt_dawn_000,15m,1,ppGpp_2rel_relA+_dark_015_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_015,True
SRX3312462,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202546,SRP120955,PRJNA415380,415380,SRS2618453,SAMN07822186,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640371,7822186,GSE105774,GSM2827749,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_030,0wt_dawn_000,30m,1,ppGpp_2rel_relA+_dark_030_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_030,True
SRX3312463,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202547,SRP120955,PRJNA415380,415380,SRS2618425,SAMN07822185,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640372,7822185,GSE105774,GSM2827750,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_060,0wt_dawn_000,1h,1,ppGpp_2rel_relA+_dark_060_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_060,True
SRX3312464,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202548,SRP120955,PRJNA415380,415380,SRS2618426,SAMN07822184,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640373,7822184,GSE105774,GSM2827751,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_120,0wt_dawn_000,2h,1,ppGpp_2rel_relA+_dark_120_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_120,True
SRX3312465,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202549,SRP120955,PRJNA415380,415380,SRS2618427,SAMN07822183,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640374,7822183,GSE105774,GSM2827752,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_240,0wt_dawn_000,4h,1,ppGpp_2rel_relA+_dark_240_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_240,True
SRX3312466,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202550,SRP120955,PRJNA415380,415380,SRS2618428,SAMN07822182,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640375,7822182,GSE105774,GSM2827753,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_480,0wt_dawn_000,8h,1,ppGpp_2rel_relA+_dark_480_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_480,True
SRX3312467,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202551,SRP120955,PRJNA415380,415380,SRS2618429,SAMN07822181,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640376,7822181,GSE105774,GSM2827754,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_720,0wt_dawn_000,12h,1,ppGpp_2rel_relA+_dark_720_1,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_720,True
SRX3312468,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202552,SRP120955,PRJNA415380,415380,SRS2618430,SAMN07822180,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640377,7822180,GSE105774,GSM2827755,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_000,0wt_dawn_000,0h,1,ppGpp_3rel_relA-_dark_000_1,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_000,True
SRX3312469,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202553,SRP120955,PRJNA415380,415380,SRS2618431,SAMN07822179,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640378,7822179,GSE105774,GSM2827756,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_005,0wt_dawn_000,5m,1,ppGpp_3rel_relA-_dark_005_1,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_005,True
SRX3312470,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202554,SRP120955,PRJNA415380,415380,SRS2618432,SAMN07822177,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640379,7822177,GSE105774,GSM2827757,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_015,0wt_dawn_000,15m,1,ppGpp_3rel_relA-_dark_015_1,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_015,True
SRX3312471,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202555,SRP120955,PRJNA415380,415380,SRS2618433,SAMN07822176,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640380,7822176,GSE105774,GSM2827758,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_030,0wt_dawn_000,30m,1,ppGpp_3rel_relA-_dark_030_1,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_030,True
SRX3312472,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202556,SRP120955,PRJNA415380,415380,SRS2618434,SAMN07822175,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640381,7822175,GSE105774,GSM2827759,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_060,0wt_dawn_000,1h,1,ppGpp_3rel_relA-_dark_060_1,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_060,True
SRX3312473,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202557,SRP120955,PRJNA415380,415380,SRS2618435,SAMN07822174,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640382,7822174,GSE105774,GSM2827760,,PCC 7942,rel- relAE335Q,ppGpp,3rel_relA-_dark_120,0wt_dawn_000,2h,1,ppGpp_3rel_relA-_dark_120_1,rel- relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dark_120,True
SRX3312477,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202561,SRP120955,PRJNA415380,415380,SRS2618439,SAMN07822178,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640386,7822178,GSE105774,GSM2827764,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dusk_000,0wt_dawn_000,0m,2,ppGpp_2rel_relA+_dusk_000_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dusk_000,True
SRX3312478,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202562,SRP120955,PRJNA415380,415380,SRS2618440,SAMN07822171,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640387,7822171,GSE105774,GSM2827765,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_005,0wt_dawn_000,5m,2,ppGpp_2rel_relA+_dark_005_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_005,True
SRX3312479,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202563,SRP120955,PRJNA415380,415380,SRS2618441,SAMN07822170,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640388,7822170,GSE105774,GSM2827766,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_015,0wt_dawn_000,15m,2,ppGpp_2rel_relA+_dark_015_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_015,True
SRX3312480,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202564,SRP120955,PRJNA415380,415380,SRS2618442,SAMN07822169,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640389,7822169,GSE105774,GSM2827767,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_030,0wt_dawn_000,30m,2,ppGpp_2rel_relA+_dark_030_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_030,True
SRX3312481,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202565,SRP120955,PRJNA415380,415380,SRS2618443,SAMN07822168,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640390,7822168,GSE105774,GSM2827768,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_060,0wt_dawn_000,1h,2,ppGpp_2rel_relA+_dark_060_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_060,True
SRX3312482,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202566,SRP120955,PRJNA415380,415380,SRS2618444,SAMN07822167,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640391,7822167,GSE105774,GSM2827769,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_120,0wt_dawn_000,2h,2,ppGpp_2rel_relA+_dark_120_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_120,True
SRX3312483,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202567,SRP120955,PRJNA415380,415380,SRS2618445,SAMN07822166,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640392,7822166,GSE105774,GSM2827770,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_240,0wt_dawn_000,4h,2,ppGpp_2rel_relA+_dark_240_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_240,True
SRX3312484,2017-12-15 12:51:13,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6202568,SRP120955,PRJNA415380,415380,SRS2618446,SAMN07822165,SRA622643,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4640393,7822165,GSE105774,GSM2827771,,PCC 7942,rel- relA+,ppGpp,2rel_relA+_dark_480,0wt_dawn_000,8h,2,ppGpp_2rel_relA+_dark_480_2,rel- relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dark_480,True
